,name,subway,시도,시군구,읍면동,coord,sub_count,sub_list,bus_count,bus_list
93,마포,1,서울특별시,마포구,용강동,"(126.9454707, 37.54003970000001)",1,"[(126.9454707, 37.54003970000001)]",9,"[(126.94748143415, 37.53838326865), (126.9440749419, 37.5394932093), (126.94690627575, 37.5403996739), (126.94439490755, 37.53962890435), (126.94757506195, 37.53994746495), (126.9440874523, 37.5396148926), (126.9474649614, 37.5379132385), (126.9451286742, 37.5412265115), (126.9451405, 37.53976040000001)]"
94,마포구청,1,서울특별시,마포구,성산2동,"(126.9032758, 37.5641963)",1,"[(126.9032758, 37.5641963)]",3,"[(126.9019225422, 37.5649771676), (126.902238361, 37.5648031032), (126.90239007875, 37.56261300315)]"
95,망우,1,서울특별시,중랑구,상봉1동,"(127.0912611, 37.599235)",1,"[(127.0912611, 37.599235)]",2,"[(127.093732995925, 37.59850243615), (127.09074152335, 37.59767524474999)]"
96,망원,1,서울특별시,마포구,성산2동,"(126.8997262, 37.5638012)",2,"[(126.8997262, 37.5638012), (126.8997262, 37.5638012)]",5,"[(126.9019225422, 37.5649771676), (126.8995348053, 37.5661890393), (126.9002210921, 37.56594031005), (126.902238361, 37.5648031032), (126.90239007875, 37.56261300315)]"
97,매봉,1,서울특별시,강남구,도곡1동,"(127.0466807, 37.4869934)",1,"[(127.0466807, 37.4869934)]",5,"[(127.0493404545, 37.487984022), (127.0490210994, 37.4880596007), (127.04494077625, 37.48604451065), (127.0445829494, 37.4861281641), (127.0460875488, 37.4851768605)]"
98,먹골,1,서울특별시,중랑구,묵1동,"(127.0777179, 37.6108634)",1,"[(127.0777179, 37.6108634)]",6,"[(127.0780104297, 37.609149502), (127.07582962975, 37.61168604745), (127.0778452721, 37.6122204468), (127.07614633885, 37.609940383), (127.0772229633, 37.612579699), (127.077707, 37.61078)]"
99,면목,1,서울특별시,중랑구,면목본동,"(127.0873554, 37.5892178)",1,"[(127.0873554, 37.5892178)]",7,"[(127.08590886885, 37.587945211800005), (127.0881047284, 37.58662777675), (127.085182865, 37.5902891629), (127.0877812482, 37.588412799500006), (127.08683795065, 37.5913250894), (127.0852656364, 37.5902204142), (127.0878654687, 37.588789163275)]"
100,명동,1,서울특별시,중구,명동,"(126.9857354, 37.5608395)",1,"[(126.9857354, 37.5608395)]",3,"[(126.985225811, 37.5607673404), (126.9874059964, 37.5586203825), (126.985717, 37.56094)]"
101,명일,1,서울특별시,강동구,길동,"(127.1405618, 37.5408397)",3,"[(127.1405618, 37.5408397), (127.1405618, 37.5408397), (127.1405618, 37.5408397)]",3,"[(127.1399158618, 37.5410616209), (127.14196647655, 37.5432369048), (127.140731188, 37.53997158995)]"
102,목동,1,서울특별시,양천구,목1동,"(126.8661584, 37.526005)",1,"[(126.8661584, 37.526005)]",8,"[(126.86485710963332, 37.525521115366665), (126.8653737976, 37.5259010301), (126.8680772128, 37.52555457165), (126.86295209385, 37.525868744700006), (126.86412253085, 37.52769647615), (126.86480583615, 37.5242175885), (126.868758, 37.525685), (126.86803, 37.5255875)]"
103,몽촌토성,1,서울특별시,송파구,잠실4동,"(127.1107635, 37.5169837)",1,"[(127.1107635, 37.5169837)]",5,"[(127.11304205655, 37.5183089395), (127.11396580965, 37.5170234531), (127.1095398771, 37.5165190635), (127.1093435845, 37.51785591915), (127.10990142, 37.5195554148)]"
104,무악재,1,서울특별시,서대문구,홍제2동,"(126.9505664, 37.5824225)",1,"[(126.9505664, 37.5824225)]",3,"[(126.95024041065, 37.5825121436), (126.9515413573, 37.5806225052), (126.9489140557, 37.5844295042)]"
105,문래,1,서울특별시,영등포구,문래동,"(126.8945803, 37.5182708)",1,"[(126.8945803, 37.5182708)]",8,"[(126.89434347616668, 37.51827380296667), (126.8953234846, 37.5203964055), (126.8945655023, 37.5167634027), (126.8944902678, 37.5164498464), (126.8963778899, 37.5170935553), (126.8975612364, 37.5187389846), (126.8951922895, 37.5193954538), (126.8953911685, 37.5206770873)]"
106,문정,1,서울특별시,송파구,문정2동,"(127.1215247, 37.487762)",1,"[(127.1215247, 37.487762)]",1,"[(127.1205633644, 37.4895880582)]"
107,미아,1,서울특별시,강북구,미아동,"(127.0247467, 37.6294541)",1,"[(127.0247467, 37.6294541)]",4,"[(127.0258140086, 37.6275412513), (127.0256370934, 37.6274017162), (127.02451221585, 37.63072249055), (127.0247055174, 37.630537192)]"
108,미아사거리,1,서울특별시,강북구,송중동,"(127.0300333, 37.61499269999999)",1,"[(127.0300333, 37.61499269999999)]",6,"[(127.030862, 37.614651), (127.03022459, 37.6136059604), (127.03017830095, 37.61414244545), (127.03019773925, 37.61263841245), (127.02865474495, 37.61713630785), (127.03140392083333, 37.616412211033335)]"
109,반포,1,서울특별시,서초구,잠원동,"(127.0118194, 37.5082986)",1,"[(127.0118194, 37.5082986)]",2,"[(127.01156996475, 37.50815464405), (127.01266766735834, 37.50900023229167)]"
110,발산,1,서울특별시,강서구,우장산동,"(126.8456432, 37.5556057)",1,"[(126.8456432, 37.5556057)]",1,"[(126.8443604844, 37.55793844765)]"
111,방배,1,서울특별시,서초구,방배3동,"(126.9970265, 37.4812798)",1,"[(126.9970265, 37.4812798)]",11,"[(126.9962358822, 37.483458353550006), (126.9942359549, 37.4803467166), (126.99773250015, 37.4815480594), (126.9964098591, 37.483396214), (126.996647681, 37.4811283015), (126.9965518002, 37.4810971171), (126.9984429828, 37.4815347346), (126.9986552738, 37.4799982895), (126.9966259492, 37.4812672268), (126.9985536909, 37.4798595834), (126.997638, 37.481512)]"
112,방이,1,서울특별시,송파구,방이1동,"(127.1254537, 37.5080336)",1,"[(127.1254537, 37.5080336)]",4,"[(127.12412553125, 37.50937534395), (127.1264105229, 37.509057709), (127.1257097331, 37.5083798472), (127.1278845576, 37.50779788945)]"
113,방학,1,서울특별시,도봉구,방학1동,"(127.0444445, 37.6655976)",1,"[(127.0444445, 37.6655976)]",6,"[(127.0462900738, 37.66573913295), (127.04288093175, 37.66533627275), (127.0429898026, 37.666007880150005), (127.0460509097, 37.667380836), (127.0462392947, 37.66595938835), (127.0461711313, 37.6673964222)]"
114,방화,1,서울특별시,강서구,방화3동,"(126.8126686, 37.5772589)",1,"[(126.8126686, 37.5772589)]",7,"[(126.81365038565, 37.57857102685), (126.8134409839, 37.5791018367), (126.8133871696, 37.5768186917), (126.813301329, 37.5790435548), (126.8132613831, 37.5767991474), (126.81252768955, 37.5767936653), (126.811589000475, 37.57476834085)]"
115,버티고개,1,서울특별시,중구,다산동,"(127.0070666, 37.5481869)",1,"[(127.0070666, 37.5481869)]",2,"[(127.005900302, 37.54776819975), (127.00757992225, 37.5502456354)]"
116,보라매,1,서울특별시,동작구,대방동,"(126.9205725, 37.4995684)",1,"[(126.9205725, 37.4995684)]",8,"[(126.9197357029, 37.4985957789), (126.9201857147, 37.4981446095), (126.9226557501, 37.497693406), (126.9197422344, 37.4998356934), (126.9189104831, 37.4999385801), (126.92011619496668, 37.4987227028), (126.9220002288, 37.4998605776), (126.9238956551, 37.4991741752)]"
117,보문,1,서울특별시,성북구,보문동,"(127.0195009, 37.5855616)",1,"[(127.0195009, 37.5855616)]",2,"[(127.019764149, 37.58527334758), (127.0221434986, 37.5861798243)]"
118,복정,1,서울특별시,송파구,문정2동,"(127.1267053, 37.4706579)",1,"[(127.1267053, 37.4706579)]",5,"[(127.126766124825, 37.47025859945), (127.1269612008, 37.4723323208), (127.1242382463, 37.4696543744), (127.1275335653, 37.4701266937), (127.1265326305, 37.4691379403)]"
119,봉은사,1,서울특별시,강남구,삼성1동,"(127.0632364, 37.5147697)",1,"[(127.0632364, 37.5147697)]",5,"[(127.0647754691, 37.51500614075), (127.062132403, 37.5146268014), (127.0599462785, 37.5150359297), (127.0623297396, 37.5145254864), (127.060728, 37.512952)]"
120,봉천,1,서울특별시,관악구,청룡동,"(126.9428361, 37.48228950000001)",1,"[(126.9428361, 37.48228950000001)]",5,"[(126.941871615025, 37.4833146144875), (126.94330010955, 37.4822303601), (126.9413726569, 37.4835785412), (126.9434122925, 37.4831694892), (126.94122445986666, 37.48425723809999)]"
121,봉화산,1,서울특별시,중랑구,신내2동,"(127.0933159, 37.6164233)",1,"[(127.0933159, 37.6164233)]",6,"[(127.0928492452, 37.6168241933), (127.0930385299, 37.616645736), (127.0916882678, 37.6162312124), (127.0917608594, 37.6163035283), (127.0937368565, 37.61540816055), (127.0951942667, 37.61482014655)]"
122,불광,1,서울특별시,은평구,대조동,"(126.9298436, 37.6101018)",1,"[(126.9298436, 37.6101018)]",11,"[(126.93037108565, 37.609904462525), (126.93244568795, 37.6093087134), (126.9282767859, 37.6122913257), (126.93131848075, 37.60883731365), (126.9301667171, 37.6111490247), (126.9301386903, 37.6111355036), (126.9303908626, 37.609762567), (126.9309078421, 37.6117462691), (126.9289231795, 37.6084558768), (126.9285557171, 37.608478419250005), (126.927953, 37.609573)]"
123,사가정,1,서울특별시,중랑구,면목제3.8동,"(127.0881295, 37.5825672)",1,"[(127.0881295, 37.5825672)]",7,"[(127.0883865898, 37.58455667275), (127.0885854999, 37.58234842195), (127.08965960375, 37.5805143075), (127.0874674183, 37.58079458593333), (127.08758354256668, 37.58010182346667), (127.0883306467, 37.5806209984), (127.0892215, 37.5823776)]"
124,사당,1,서울특별시,관악구,남현동,"(126.9763658, 37.4764276)",1,"[(126.9763658, 37.4764276)]",4,"[(126.9772878102, 37.4765042274), (126.9779559316, 37.4767129386), (126.9754769787, 37.4763049258), (126.9739335445, 37.4760902687)]"
125,사평,1,서울특별시,서초구,반포1동,"(127.0138138, 37.5044041)",1,"[(127.0138138, 37.5044041)]",5,"[(127.0145893434, 37.5021335818), (127.01408185385, 37.50242314585), (127.0147427044, 37.50439174025), (127.0115250322, 37.5027788588), (127.012454257, 37.5027370819)]"
126,삼각지,1,서울특별시,용산구,한강로동,"(126.9733522, 37.5344051)",1,"[(126.9733522, 37.5344051)]",2,"[(126.9737252148, 37.5352941368), (126.9743619935, 37.5362258304)]"
127,삼성,1,서울특별시,강남구,삼성1동,"(127.0580262, 37.5074089)",2,"[(127.0580262, 37.5074089), (127.0580262, 37.5074089)]",4,"[(127.0554671926, 37.5066025202), (127.055021, 37.50624), (127.0562462082, 37.507371733985714), (127.0571942, 37.5080013)]"
128,삼성중앙,1,서울특별시,강남구,삼성2동,"(127.0484981, 37.5116348)",1,"[(127.0484981, 37.5116348)]",4,"[(127.0474594292, 37.5114181681), (127.0464486435, 37.5109465475), (127.0461658232, 37.5110320954), (127.0516675967, 37.51254363115)]"
129,삼전,1,서울특별시,송파구,잠실본동,"(127.0877456, 37.5047602)",1,"[(127.0877456, 37.5047602)]",5,"[(127.0896247764, 37.5061758595), (127.08940461, 37.504008533100006), (127.08729902225, 37.50356935055), (127.0896756917, 37.5064891564), (127.0853834887, 37.5051305081)]"
130,상계,1,서울특별시,노원구,상계5동,"(127.0736304, 37.6610573)",1,"[(127.0736304, 37.6610573)]",6,"[(127.0707202324, 37.6614400008), (127.0717364626, 37.6606460653), (127.0736059218, 37.6610649573), (127.0731883063, 37.66021602692), (127.07084261396666, 37.66138268753333), (127.0732980201, 37.6629700838)]"
131,상도,1,서울특별시,동작구,상도1동,"(126.9472869, 37.5035164)",1,"[(126.9472869, 37.5035164)]",16,"[(126.9447261303, 37.5051817496), (126.94499400515, 37.503335670750005), (126.94569209065, 37.50190465295), (126.9455556151, 37.5021281823), (126.945834, 37.501672), (126.945950249, 37.50447515615), (126.9463399702, 37.5045986306), (126.94845902785, 37.5022355924), (126.948187, 37.503414), (126.9472606054, 37.5037821246), (126.9479854148, 37.5026597317), (126.9471304704, 37.50284212345), (126.9495308194, 37.50431897245), (126.9500568404, 37.504454799), (126.94492242845, 37.50540164335), (126.946291, 37.5046055)]"
132,상봉,1,서울특별시,중랑구,상봉1동,"(127.0860297, 37.5967657)",1,"[(127.0860297, 37.5967657)]",2,"[(127.08333365055, 37.59573716535), (127.0870221778, 37.595646191125)]"
133,상수,1,서울특별시,마포구,서강동,"(126.9227467, 37.547932)",1,"[(126.9227467, 37.547932)]",5,"[(126.922992752, 37.549427253800005), (126.92103704546666, 37.54979554993333), (126.9229819685, 37.5464917298), (126.9244462531, 37.5476551092), (126.922196043375, 37.5477590741)]"
134,상왕십리,1,서울특별시,성동구,왕십리2동,"(127.0298084, 37.5639729)",1,"[(127.0298084, 37.5639729)]",4,"[(127.0268404673, 37.5648728003), (127.0296522996, 37.56479099934), (127.0328792835, 37.56287270255), (127.032801, 37.563021)]"
135,상월곡,1,서울특별시,성북구,월곡2동,"(127.0498308, 37.6070859)",1,"[(127.0498308, 37.6070859)]",3,"[(127.047144888, 37.6061315252), (127.048821527175, 37.60661387905), (127.0470940841, 37.6076246562)]"
136,상일동,1,서울특별시,강동구,상일1동,"(127.1569719, 37.5546735)",2,"[(127.153855, 37.5556254), (127.1569719, 37.5546735)]",4,"[(127.1565513496, 37.5545561392), (127.1563022657, 37.5523355923), (127.15549385105, 37.555246444), (127.15916115845, 37.55574701135)]"
137,새절,1,서울특별시,은평구,신사2동,"(126.9132854, 37.5911594)",1,"[(126.9132854, 37.5911594)]",7,"[(126.9104235744, 37.59059431025), (126.91368008015, 37.59129293155), (126.9138851714, 37.591603838), (126.9132455804, 37.59328745045), (126.9134786066, 37.5931639737), (126.9131431516, 37.5903880814), (126.91628514863334, 37.590820552766665)]"
138,샛강,1,서울특별시,영등포구,여의동,"(126.9301294, 37.5171397)",1,"[(126.9301294, 37.5171397)]",4,"[(126.9317666021, 37.5192529827), (126.930040637, 37.5180691741), (126.930159, 37.517985), (126.9277969, 37.5159431)]"
139,서강대,1,서울특별시,마포구,대흥동,"(126.9353225, 37.5522603)",1,"[(126.9353225, 37.5522603)]",11,"[(126.9336027442, 37.553086894), (126.9356072504, 37.5499511138), (126.93768499175, 37.551448732050005), (126.9336240667, 37.550070866), (126.936124918475, 37.553891237225), (126.9330546128, 37.5520448126), (126.935814045775, 37.554767668075), (126.9368492025, 37.5544427514), (126.9327116991, 37.551536308), (126.9324540776, 37.5517034228), (126.9325200548, 37.55075034883333)]"
140,서대문,1,서울특별시,종로구,교남동,"(126.9668868, 37.5661705)",1,"[(126.9668868, 37.5661705)]",18,"[(126.9685514784, 37.5683096578), (126.96448175475, 37.565611808300005), (126.9644122873, 37.5679507941), (126.96815432556669, 37.56515712473333), (126.9649552857, 37.5643290214), (126.9675207487, 37.5650369003), (126.9671036311, 37.565291489), (126.9655436496, 37.5667515266), (126.9639570098, 37.5671825695), (126.965829288, 37.5664740964), (126.96674390925, 37.5659001675), (126.9687628909, 37.5678204095), (126.9684410002, 37.567780077), (126.9661086587, 37.5652321723), (126.9643812079, 37.5679842414), (126.9651081997, 37.5674610509), (126.9667705, 37.5647439), (126.96665, 37.56577)]"
141,서빙고,1,서울특별시,용산구,서빙고동,"(126.9900421, 37.5199438)",1,"[(126.9900421, 37.5199438)]",4,"[(126.98935203995, 37.5200444044), (126.9901087261, 37.5202604236), (126.99068009325, 37.52100674185), (126.98795, 37.5182213)]"
142,서울대입구,1,서울특별시,관악구,청룡동,"(126.9516165, 37.4812428)",1,"[(126.9516165, 37.4812428)]",7,"[(126.95204505632, 37.47888876772), (126.9547710186, 37.4803870845), (126.953985043, 37.4828792027), (126.9537747992, 37.4826887023), (126.9525339903, 37.48032056385), (126.9537404447, 37.4825158131), (126.9509970178, 37.4815135323)]"
143,서울숲,1,서울특별시,성동구,성수1가1동,"(127.0448771, 37.54402650000001)",1,"[(127.0448771, 37.54402650000001)]",7,"[(127.04284099005, 37.5421341038), (127.04457710885, 37.54312353255), (127.04515759185, 37.54374950425), (127.0447331401, 37.54622898275), (127.0443143499, 37.5453163714), (127.0436285, 37.5435456), (127.0457512, 37.5443817)]"
144,서울역,1,서울특별시,중구,회현동,"(126.9715835, 37.5559588)",1,"[(126.9715835, 37.5559588)]",7,"[(126.9683794719, 37.5563010952), (126.9736347966, 37.5538191493), (126.9727847001, 37.5553184951), (126.97234616644, 37.55715680144), (126.9726190459, 37.55534204975), (126.9727726576, 37.5554664032), (126.9691946946, 37.55703563752501)]"
145,서초,1,서울특별시,서초구,서초3동,"(127.0105772, 37.49279720000001)",1,"[(127.0105772, 37.49279720000001)]",5,"[(127.0130353587, 37.4935255647), (127.0072658333, 37.4928824468), (127.0086430991, 37.4920474755), (127.0080558712, 37.4912723126), (127.007688, 37.49184)]"
146,석계,1,서울특별시,노원구,월계3동,"(127.0664181, 37.6153482)",1,"[(127.0664181, 37.6153482)]",10,"[(127.06419403235, 37.61697867845), (127.0655373420857, 37.61474557254286), (127.06492, 37.614739), (127.0650456799, 37.6148135182), (127.0649948772, 37.6147956084), (127.06699374585, 37.61519192695), (127.06574827035, 37.6144077074), (127.0643177157, 37.6146171407), (127.0689346556, 37.614580048825005), (127.065011, 37.614956)]"
147,석촌,1,서울특별시,송파구,석촌동,"(127.1056227, 37.5066365)",1,"[(127.1056227, 37.5066365)]",4,"[(127.10271563035, 37.50798007305), (127.1055523011, 37.5044158828), (127.105298201, 37.504488519), (127.10548208275, 37.5069193014)]"
148,석촌고분,1,서울특별시,송파구,삼전동,"(127.0966654, 37.5020847)",1,"[(127.0966654, 37.5020847)]",4,"[(127.0967628615, 37.4999332576), (127.0970900159, 37.50448619775), (127.0984672098, 37.5025322305), (127.09469483315, 37.5026490905)]"
149,선릉,1,서울특별시,강남구,삼성1동,"(127.0580262, 37.5074089)",2,"[(127.0580262, 37.5074089), (127.0580262, 37.5074089)]",4,"[(127.0554671926, 37.5066025202), (127.055021, 37.50624), (127.0562462082, 37.507371733985714), (127.0571942, 37.5080013)]"
150,선유도,1,서울특별시,영등포구,양평2동,"(126.8938722, 37.5385219)",1,"[(126.8938722, 37.5385219)]",6,"[(126.8946497029, 37.538753124), (126.8946167594, 37.5389029287), (126.89524525855, 37.5372074635), (126.89339185875, 37.53714817745), (126.8924287349, 37.54065481155), (126.89312075275, 37.53826426155)]"
